Date,Open,High,Low,Close,Volume
2006-01-03,2.1667262936945058,2.237673282623291,2.1628345990131117,2.237673282623291,807234400
2006-01-04,2.2490475419076934,2.2744926286035207,2.2301881976864473,2.244258165359497,619603600
2006-01-05,2.2400682390145223,2.2421637671698447,2.2077384322329348,2.226597785949707,449422400
2006-01-06,2.2526409944093686,2.296047559861029,2.2316861145251563,2.2840731143951416,704457600
2006-01-09,2.2969445528527284,2.3110145220440246,2.2673086085989596,2.276588201522827,675040800
2006-01-10,2.2825751006617954,2.451411309866868,2.270002338157072,2.4205775260925293,2279869200
2006-01-11,2.5097869227885163,2.5385241965441256,2.472367375644084,2.511583089828491,1493794400
2006-01-12,2.5436124128163953,2.5864198392877875,2.5031998744856563,2.5232560634613037,1280809600
2006-01-13,2.544212410331971,2.5747468521504833,2.5325381232385387,2.562174081802368,776305600
2006-01-17,2.565465973906405,2.5858223312452013,2.5106842850869877,2.535830020904541,835623600
2006-01-18,2.4870342935018495,2.516071709348142,2.4502132922526587,2.469371795654297,1200637200
2006-01-19,2.4322533402379527,2.4445269442790916,2.3571153103207005,2.366095542907715,1695848000
2006-01-20,2.3732818810445417,2.396032135543863,2.270004054974166,2.277787446975708,1134758800
2006-01-23,2.2780856312969666,2.381662774174024,2.2750926197942056,2.325084924697876,1059730000
2006-01-24,2.3577136373346335,2.3774716678520385,2.2682064757113554,2.276289224624634,1142254400
2006-01-25,2.3167027635875677,2.3199953359618783,2.1927694681138563,2.2212085723876953,1275786400
2006-01-26,2.231087525090395,2.2580294246447004,2.1532554374359094,2.165229082107544,1181387200
2006-01-27,2.183788990391468,2.203246861709327,2.128408787495746,2.1562485694885254,953864800
2006-01-30,2.130504647156656,2.2930535476200253,2.1215234133808245,2.245156764984131,1398401200
2006-01-31,2.260124260690971,2.285269985944941,2.2077372831184183,2.260423421859741,913542000
2006-02-01,2.243660357543709,2.2888624862149913,2.234379963304479,2.2577295303344727,521186400
2006-02-02,2.248150852827161,2.255934242641818,2.1568475016432673,2.1583445072174072,707322000
2006-02-03,2.162534915065022,2.1789995748802613,2.1266125841095738,2.150859832763672,692123600
