Date,Open,High,Low,Close,Volume
2008-03-19,13.075436794652347,15.163111576991799,12.086538213544188,12.416171073913574,708486000
2008-03-20,12.833706621763294,14.284090901007211,12.635926566275609,14.141249656677246,198985200
2008-03-24,14.776342933396231,14.877430149891797,12.96556009470259,13.125981330871582,149566400
2008-03-25,13.312775616959915,14.119277113511158,13.14576113029379,13.899521827697754,87092000
2008-03-26,13.785246010452523,14.169818516125654,13.530329967325557,14.05554485321045,43111600
2008-03-27,14.07532602350847,14.226956023053457,13.767668303426378,13.824804306030273,39829600
2008-03-28,13.925891403831402,13.941274205864762,13.659987724912082,13.791840553283691,24675200
2008-03-31,13.756676406405079,13.950061234303384,13.635811203331,13.703935623168945,22157200
2008-04-01,13.857767896823502,13.99401593214271,13.25344089259978,13.539122581481934,60410800
2008-04-02,13.563289973335417,13.69514274597168,13.295188385568936,13.69514274597168,43836400
2008-04-03,13.61383943215838,14.567577357666535,13.58527101173007,14.393970489501953,100868000
2008-04-04,14.26212143763496,14.354418275050191,14.009402469531231,14.169824600219727,36394400
2008-04-07,14.306065789852154,14.459895463824413,14.068729728248847,14.29288101196289,28301600
2008-04-08,14.262120266181478,14.996102212863054,14.242341416017005,14.963138580322266,53925600
2008-04-09,15.040052583152946,15.101583796093054,14.418144710108647,14.457700729370117,48324400
2008-04-10,14.539007383980822,14.664267802862303,14.308263712915213,14.528018951416016,22372000
2008-04-11,14.339029312177372,14.67305653699485,14.339029312177372,14.528018951416016,26421600
2008-04-14,14.657675674310997,14.77634371997482,14.400562413672535,14.433526039123535,28443600
2008-04-15,14.567575367772982,14.62471220082486,14.06433565637633,14.141249656677246,23888000
2008-04-16,14.187396152326373,14.712610982360813,14.187396152326373,14.5346097946167,25136800
2008-04-17,14.56098254002952,14.888417375217465,14.506043730526873,14.732391357421875,22459600
2008-04-18,14.945552586754037,15.481754169298927,14.76754972316975,15.16310977935791,104099600
2008-04-21,15.268592583916034,15.932252574127785,15.130145729903585,15.596027374267578,58848000
2008-04-22,15.804792480394086,15.910275706748,15.382862928176436,15.4443941116333,47357600
2008-04-23,15.591638661582248,15.756455145009545,15.31474817657637,15.400452613830566,37319600
2008-04-24,15.646576358910824,16.039938538795163,15.391661088126469,15.88830852508545,38086800
