entry_date,exit_date,side,entry_z,exit_z,holding_days,exit_reason,entry_equity,exit_equity,trade_return,window,pair
2020-06-24,2020-08-10,long_spread,-1.6538127943867655,0.11251147618899973,32,mean_reversion,9255.345764205807,8984.32117042858,-0.02928303282038247,2016-2026,V-MA
2020-08-17,2020-11-10,short_spread,1.77555002740118,1.2393616453722314,60,max_holding_days,8979.829009843366,8716.12370388242,-0.029366406161173253,2016-2026,V-MA
2020-12-09,2021-02-04,long_spread,-1.5062417811727729,0.3246281169832324,38,mean_reversion,8711.76564203048,8647.669979939526,-0.00735736757904959,2016-2026,V-MA
2021-03-04,2021-03-18,short_spread,1.7290418025168373,3.9332454522809415,10,stop_z,8643.346144949557,8615.700129170404,-0.0031985316005546105,2016-2026,V-MA
2021-05-28,2021-08-24,long_spread,-1.6562044971140724,-0.9604468215782415,60,max_holding_days,8611.39227910582,8780.003371894252,0.01958000371177393,2016-2026,V-MA
2021-09-21,2021-11-29,short_spread,1.8586071805553785,-0.1356186705787662,48,mean_reversion,8775.613370208306,9139.736757959718,0.041492642438823335,2016-2026,V-MA
2021-12-10,2022-01-06,long_spread,-1.5231966001457993,0.07614345629906828,18,mean_reversion,9135.166889580738,9009.383215836537,-0.013769170860760682,2016-2026,V-MA
2022-01-13,2022-03-10,short_spread,1.6675096322740368,-0.09723381406378398,38,mean_reversion,9004.87852422862,8904.918991147875,-0.011100597616257923,2016-2026,V-MA
2022-04-11,2022-06-28,long_spread,-1.5021446283955504,0.070877834686252,53,mean_reversion,8900.466531652302,8908.94087644298,0.0009521236623430962,2016-2026,V-MA
2022-07-06,2022-09-21,short_spread,2.0217414550802104,-0.10244635798079658,54,mean_reversion,8904.48640600476,9111.722412820238,0.023273212779091557,2016-2026,V-MA
2022-10-26,2022-12-07,short_spread,1.7807143622285213,-0.12326001770288274,29,mean_reversion,9107.16655161383,9314.95498681348,0.022815925680290672,2016-2026,V-MA
2023-01-18,2023-04-14,long_spread,-2.7669086673399548,-2.1196959220840577,60,max_holding_days,9310.297509320073,9596.128309410666,0.03070050122506407,2016-2026,V-MA
2023-06-22,2023-07-12,short_spread,1.8163517084398488,-0.049490803237929065,13,mean_reversion,9591.33024525596,9559.2672865943,-0.0033429105079056942,2016-2026,V-MA
2023-07-18,2023-09-01,long_spread,-1.5428844583042876,0.4479746998985347,33,mean_reversion,9554.487652951004,9513.887633449605,-0.004249314141806293,2016-2026,V-MA
2023-09-07,2023-11-17,short_spread,1.8087512716484673,-0.1779971476526823,51,mean_reversion,9509.13068963288,9291.72774798958,-0.022862546402934503,2016-2026,V-MA
2023-11-27,2024-01-03,long_spread,-1.6871754704057265,0.021242433455043078,25,mean_reversion,9287.081884115585,9250.96356990278,-0.003889091822758761,2016-2026,V-MA
2024-01-23,2024-04-04,long_spread,-1.6475064675392457,0.22182221653919626,50,mean_reversion,9246.33808811783,8996.03835194264,-0.02707014753190151,2016-2026,V-MA
2024-05-21,2024-06-17,long_spread,-1.7786871294666582,0.2595663384562148,18,mean_reversion,8991.540332766668,9010.83800807932,0.0021462034977841604,2016-2026,V-MA
2024-06-26,2024-09-20,short_spread,1.800679980482618,1.5849832159787285,60,max_holding_days,9006.33258907528,9143.459026794882,0.015225557835376602,2016-2026,V-MA
2024-12-06,2025-03-07,long_spread,-1.6523038807555748,-1.4802967219580356,60,max_holding_days,9138.887297281486,9525.61273263916,0.04231646838151848,2016-2026,V-MA
2025-04-30,2025-07-28,long_spread,-1.571796852371695,-1.9925535230340865,60,max_holding_days,9520.84992627284,9442.940374732087,-0.00818304585662688,2016-2026,V-MA
2025-09-04,2025-11-28,short_spread,1.5484932240051785,1.3158368266717924,60,max_holding_days,9438.218904544721,9249.938212857052,-0.0199487523643902,2016-2026,V-MA
2025-12-22,2026-02-23,short_spread,1.5585592348435917,-0.28839861889650814,41,mean_reversion,9245.313243750625,9446.244950043698,0.02173335840501589,2016-2026,V-MA
2026-03-05,2026-05-12,long_spread,-1.6095773289958002,0.10278175014363962,47,mean_reversion,9441.521827568677,9713.092093104715,0.028763399639989196,2016-2026,V-MA
