date,price,ret,momentum,reentry_ma,drawdown_from_peak,trend_ok,exposure,turnover,strategy_ret,equity,ticker,strategy
2016-02-05,21.27409553527832,-0.026708091390242106,,,-0.10270368590683443,0.0,1.0,0.0,-0.026708091390242106,8963.990177790725,AAPL,ga_trend_stop_momentum
2016-02-08,21.49810028076172,0.010529460352941333,,,-0.09325563994274999,0.0,1.0,0.0,0.010529460352941333,9058.376156971928,AAPL,ga_trend_stop_momentum
2016-02-09,21.493566513061523,-0.00021089155046194463,,,-0.09344686466671515,0.0,1.0,0.0,-0.00021089155046194463,9056.465821979518,AAPL,ga_trend_stop_momentum
2016-02-10,21.330663681030273,-0.0075791438304226855,,,-0.10031776126932668,0.0,1.0,0.0,-0.0075791438304226855,8987.825564919429,AAPL,ga_trend_stop_momentum
2016-02-11,21.201679229736328,-0.006046902863536041,,,-0.1057580523749797,0.0,1.0,0.0,-0.006046902863536041,8933.477056773954,AAPL,ga_trend_stop_momentum
2016-02-12,21.267305374145508,0.0030953276718352907,,,-0.10299008052918002,0.0,1.0,0.0,0.0030953276718352907,8961.129095513492,AAPL,ga_trend_stop_momentum
2016-02-16,21.866926193237305,0.028194489548297508,,,-0.0776993437299408,0.0,1.0,0.0,0.028194489548297508,9213.783556137892,AAPL,ga_trend_stop_momentum
2016-02-17,22.201812744140625,0.015314751965774143,,,-0.06357453794129408,0.0,1.0,0.0,0.015314751965774143,9354.890365966472,AAPL,ga_trend_stop_momentum
2016-02-18,21.78094482421875,-0.01895646651794003,,,-0.08132585585935648,0.0,1.0,0.0,-0.01895646651794003,9177.554699965029,AAPL,ga_trend_stop_momentum
2016-02-19,21.731163024902344,-0.0022855665683084725,,,-0.08342554677037373,0.0,1.0,0.0,-0.0022855665683084725,9156.578787763967,AAPL,ga_trend_stop_momentum
2016-02-22,21.921232223510746,0.00874638869491684,,,-0.07540883033459644,0.0,1.0,0.0,0.00874638869491684,9236.66578495738,AAPL,ga_trend_stop_momentum
2016-02-23,21.425697326660156,-0.02260524827245447,,,-0.09630944327540203,0.0,1.0,0.0,-0.02260524827245447,9027.868661678734,AAPL,ga_trend_stop_momentum
2016-02-24,21.74473571777344,0.014890455430652594,,,-0.08285307931739272,0.0,1.0,0.0,0.014890455430652594,9162.297737619247,AAPL,ga_trend_stop_momentum
2016-02-25,21.89407730102539,0.0068679419787054385,,,-0.07655416748019639,0.0,1.0,0.0,0.0068679419787054385,9225.223866872839,AAPL,ga_trend_stop_momentum
2016-02-26,21.928024291992188,0.0015505102361728085,,,-0.07512235526432332,0.0,1.0,0.0,0.0015505102361728085,9239.52767090941,AAPL,ga_trend_stop_momentum
2016-02-29,21.87824058532715,-0.0022703233999616934,,,-0.07722212662326822,0.0,1.0,0.0,-0.0022703233999616934,9218.550955033552,AAPL,ga_trend_stop_momentum
2016-03-01,22.74712371826172,0.03971448844553316,,,-0.04057447543325432,0.0,1.0,0.0,0.03971448844553316,9584.660990421791,AAPL,ga_trend_stop_momentum
2016-03-02,22.79690170288086,0.0021883199491801175,,,-0.038474945418092266,0.0,1.0,0.0,0.0021883199491801175,9605.63529527326,AAPL,ga_trend_stop_momentum
2016-03-03,22.96660423278809,0.007444104998083345,,,-0.03131725195349677,0.0,1.0,0.0,0.007444104998083345,9677.140652984568,AAPL,ga_trend_stop_momentum
2016-03-04,23.30827522277832,0.014876861486664561,,,-0.016906292886287422,0.0,1.0,0.0,0.014876861486664561,9821.10613406599,AAPL,ga_trend_stop_momentum
2016-03-07,23.050329208374023,-0.011066713943390205,,,-0.027785909722461866,0.0,1.0,0.0,-0.011066713943390205,9712.418761872606,AAPL,ga_trend_stop_momentum
2016-03-08,22.860260009765625,-0.008245834447316636,,,-0.03580262615823904,0.0,1.0,0.0,-0.008245834447316636,9632.331764679193,AAPL,ga_trend_stop_momentum
2016-03-09,22.880626678466797,0.0008909202560456464,,,-0.03494360318705725,0.0,1.0,0.0,0.0008909202560456464,9640.913404161298,AAPL,ga_trend_stop_momentum
2016-03-10,22.891931533813477,0.0004940797953456588,,,-0.03446678832002281,0.0,1.0,0.0,0.0004940797953456588,9645.67678468297,AAPL,ga_trend_stop_momentum
2016-03-11,23.13857650756836,0.010774319038590718,,,-0.02406382545502761,0.0,1.0,0.0,0.010774319038590718,9749.602383704272,AAPL,ga_trend_stop_momentum
2016-03-14,23.197404861450195,0.002542436172017437,,,-0.02158257002328401,0.0,1.0,0.0,0.002542436172017437,9774.39012546739,AAPL,ga_trend_stop_momentum
2016-03-15,23.663530349731445,0.020093863562120395,,,-0.0019223836785313697,0.0,1.0,0.0,0.020093863562120395,9970.795387051468,AAPL,ga_trend_stop_momentum
2016-03-16,23.978046417236328,0.013291172654990246,,,0.0,0.0,1.0,0.0,0.013291172654990246,10103.31895004835,AAPL,ga_trend_stop_momentum
2016-03-17,23.93957901000977,-0.0016042761181289666,,,-0.0016042761181289666,0.0,1.0,0.0,-0.0016042761181289666,10087.110436742947,AAPL,ga_trend_stop_momentum
2016-03-18,23.96672821044922,0.0011340717574064296,,,-0.0004720237249592474,0.0,1.0,0.0,0.0011340717574064296,10098.549943803097,AAPL,ga_trend_stop_momentum
2016-03-21,23.9644718170166,-9.414691120135377e-05,,,-0.0005661261965849151,0.0,1.0,0.0,-9.414691120135377e-05,10097.599196518275,AAPL,ga_trend_stop_momentum
2016-03-22,24.147743225097656,0.007647629769620856,,,0.0,0.0,1.0,0.0,0.007647629769620856,10174.821896735266,AAPL,ga_trend_stop_momentum
2016-03-23,24.014245986938477,-0.005528352563415995,,,-0.005528352563415995,0.0,1.0,0.0,-0.005528352563415995,10118.57189402015,AAPL,ga_trend_stop_momentum
2016-03-24,23.910165786743164,-0.0043341023595712125,,,-0.009838494477097504,0.0,1.0,0.0,-0.0043341023595712125,10074.716967698787,AAPL,ga_trend_stop_momentum
2016-03-28,23.801549911499023,-0.004542665082831077,,,-0.01433646657459986,0.0,1.0,0.0,-0.004542665082831077,10028.950902710216,AAPL,ga_trend_stop_momentum
2016-03-29,24.364967346191406,0.023671459916994042,,,0.0,0.0,1.0,0.0,0.023671459916994042,10266.350812013223,AAPL,ga_trend_stop_momentum
2016-03-30,24.790353775024418,0.017458936956035176,,,0.0,0.0,1.0,0.0,0.017458936956035176,10445.590383608704,AAPL,ga_trend_stop_momentum
2016-03-31,24.66138458251953,-0.00520239419232571,,,-0.00520239419232571,0.0,1.0,0.0,-0.00520239419232571,10391.248304861605,AAPL,ga_trend_stop_momentum
2016-04-01,24.887657165527344,0.009175177583832683,,,0.0,0.0,1.0,0.0,0.009175177583832683,10486.589853376408,AAPL,ga_trend_stop_momentum
2016-04-04,25.143341064453125,0.010273522221285525,,,0.0,0.0,1.0,0.0,0.010273522221285525,10594.324067260579,AAPL,ga_trend_stop_momentum
2016-04-05,24.84693145751953,-0.011788791560110035,,,-0.011788791560110035,0.0,1.0,0.0,-0.011788791560110035,10469.429789111386,AAPL,ga_trend_stop_momentum
2016-04-06,25.10713577270508,0.010472291744774154,,,-0.0014399554798717462,0.0,1.0,0.0,0.010472291744774154,10579.06871226439,AAPL,ga_trend_stop_momentum
2016-04-07,24.559560775756836,-0.02180953661562368,,,-0.023218087333732207,0.0,1.0,0.0,-0.02180953661562368,10348.344125825062,AAPL,ga_trend_stop_momentum
2016-04-08,24.58671760559082,0.0011057538887582208,,,-0.022138006935332966,0.0,1.0,0.0,0.0011057538887582208,10359.7868475844,AAPL,ga_trend_stop_momentum
2016-04-11,24.66817092895508,0.003312899455344187,,,-0.018898448471107332,0.0,1.0,0.0,0.003312899455344187,10394.107779789243,AAPL,ga_trend_stop_momentum
2016-04-12,24.98947525024414,0.01302505654814956,,,-0.00611954528296621,0.0,1.0,0.0,0.01302505654814956,10529.49162138856,AAPL,ga_trend_stop_momentum
2016-04-13,25.351516723632812,0.014487758136703333,,,0.0,0.0,1.0,0.0,0.014487758136703333,10682.040349301682,AAPL,ga_trend_stop_momentum
2016-04-14,25.365089416503903,0.0005353799150975558,,,0.0,0.0,1.0,0.0,0.0005353799150975558,10687.75929915696,AAPL,ga_trend_stop_momentum
2016-04-15,24.85597801208496,-0.020071342783743007,,,-0.020071342783743007,0.0,1.0,0.0,-0.020071342783743007,10473.241618673443,AAPL,ga_trend_stop_momentum
2016-04-18,24.31971549987793,-0.021574790255539322,,,-0.04121309802857609,0.0,1.0,0.0,-0.021574790255539322,10247.283627454979,AAPL,ga_trend_stop_momentum
2016-04-19,24.19073486328125,-0.005303542165093433,,,-0.0462980647905209,0.0,1.0,0.0,-0.005303542165093433,10192.936726659102,AAPL,ga_trend_stop_momentum
2016-04-20,24.24052047729492,0.0020580447140212677,,22.93301836649577,-0.04433530356401105,1.0,1.0,0.0,0.0020580447140212677,10213.914246209753,AAPL,ga_trend_stop_momentum
2016-04-21,23.978046417236328,-0.010827905296193596,,22.93660420735677,-0.0546831503919355,1.0,1.0,0.0,-0.010827905296193596,10103.318950048351,AAPL,ga_trend_stop_momentum
2016-04-22,23.91242790222168,-0.0027366080569215523,,22.947237014770508,-0.05727011209891664,1.0,1.0,0.0,-0.0027366080569215523,10075.670126008,AAPL,ga_trend_stop_momentum
2016-04-25,23.77666282653809,-0.0056775947736773524,,22.962090937296548,-0.06262255038345332,1.0,1.0,0.0,-0.0056775947736773524,10018.46455395928,AAPL,ga_trend_stop_momentum
2016-04-26,23.611480712890625,-0.006947237080852986,,22.987495295206706,-0.06913473376018475,1.0,1.0,0.0,-0.006947237080852986,9948.863905516804,AAPL,ga_trend_stop_momentum
2016-04-27,22.13392639160156,-0.06257779167921473,,22.991668548583984,-0.12738622647235665,0.0,1.0,0.0,-0.06257779167921473,9326.285972592514,AAPL,ga_trend_stop_momentum
2016-04-28,21.457372665405273,-0.030566367404790684,,22.98211011250814,-0.15405885967648336,0.0,1.0,0.0,-0.030566367404790684,9041.215289032105,AAPL,ga_trend_stop_momentum
2016-04-29,21.21073532104492,-0.011494293742588368,,22.96497220357259,-0.16378235563230215,0.0,1.0,0.0,-0.011494293742588368,8937.29290470999,AAPL,ga_trend_stop_momentum
2016-05-02,21.1881103515625,-0.0010666753952641717,,22.955244369506836,-0.16467432841863483,0.0,1.0,0.0,-0.0010666753952641717,8927.759714268266,AAPL,ga_trend_stop_momentum
2016-05-03,21.536571502685547,0.016446070241339372,,22.943771286010744,-0.1509365037494137,0.0,1.0,0.0,0.016446070241339372,9074.586277626922,AAPL,ga_trend_stop_momentum
2016-05-04,21.31256103515625,-0.010401398732447387,,22.936482950846354,-0.159767951723082,0.0,1.0,0.0,-0.010401398732447387,8980.19788742133,AAPL,ga_trend_stop_momentum
2016-05-05,21.226043701171875,-0.004059452725632573,,22.929451344807944,-0.16317883400162347,0.0,1.0,0.0,-0.004059452725632573,8943.743198630516,AAPL,ga_trend_stop_momentum
2016-05-06,21.107675552368164,-0.005576552581825545,,22.920451354980468,-0.16784541123539798,0.0,1.0,0.0,-0.005576552581825545,8893.86794440501,AAPL,ga_trend_stop_momentum
2016-05-09,21.123611450195312,0.0007549811814953067,,22.913134231567383,-0.16721715018078565,0.0,1.0,0.0,0.0007549811814953067,8900.58264733374,AAPL,ga_trend_stop_momentum
2016-05-10,21.267026901245117,0.0067893433557961735,,22.892365900675454,-0.1615631014725445,0.0,1.0,0.0,0.0067893433557961735,8961.01175899313,AAPL,ga_trend_stop_momentum
2016-05-11,21.059871673583984,-0.009740676429435657,,22.874776814778645,-0.16973004400760006,0.0,1.0,0.0,-0.009740676429435657,8873.725442968409,AAPL,ga_trend_stop_momentum
2016-05-12,20.56587028503418,-0.02345699898871867,,22.848950627644857,-0.1892056855256773,0.0,1.0,0.0,-0.02345699898871867,8665.574474226532,AAPL,ga_trend_stop_momentum
2016-05-13,20.606847763061523,0.0019924990996935676,,22.843385264078776,-0.18759017858405058,0.0,1.0,0.0,0.0019924990996935676,8682.840623564756,AAPL,ga_trend_stop_momentum
2016-05-16,21.371747970581055,0.037118739183905625,,22.84600824991862,-0.15743455031246856,0.0,1.0,0.0,0.037118739183905625,9005.136720046277,AAPL,ga_trend_stop_momentum
2016-05-17,21.282968521118164,-0.004154056541612716,,22.837695185343424,-0.16093461483047988,0.0,1.0,0.0,-0.004154056541612716,8967.728872946253,AAPL,ga_trend_stop_momentum
2016-05-18,21.52655029296875,0.01144491529031244,,22.835360514322918,-0.15133158257418133,0.0,1.0,0.0,0.01144491529031244,9070.363770243612,AAPL,ga_trend_stop_momentum
2016-05-19,21.44459342956543,-0.0038072455775736147,,22.83778444925944,-0.1545626716532521,0.0,1.0,0.0,-0.0038072455775736147,9035.830667892367,AAPL,ga_trend_stop_momentum
2016-05-20,21.676803588867188,0.010828377794358746,,22.837693252563476,-0.14540795686046015,0.0,1.0,0.0,0.010828377794358746,9133.674056050158,AAPL,ga_trend_stop_momentum
2016-05-23,21.952260971069336,0.012707472348165716,,22.83895169576009,-0.13454825210330212,0.0,1.0,0.0,0.012707472348165716,9249.739966554574,AAPL,ga_trend_stop_momentum
2016-05-24,22.28689765930176,0.015243837009474293,,22.852455724080404,-0.12135544671880016,0.0,1.0,0.0,0.015243837009474293,9390.741494984752,AAPL,ga_trend_stop_momentum
2016-05-25,22.678457260131836,0.017569049170315987,-0.04347068127568854,22.86819381713867,-0.10591849735897241,0.0,1.0,0.0,0.017569049170315987,9555.727894055866,AAPL,ga_trend_stop_momentum
2016-05-26,22.858299255371097,0.007930080656562977,-0.011103978083819355,22.8863902537028,-0.09882835892948805,0.0,1.0,0.0,0.007930080656562977,9631.505586987898,AAPL,ga_trend_stop_momentum
2016-05-27,22.844640731811523,-0.0005975301752322304,0.008031820931262645,22.906576614379883,-0.09936683617809128,0.0,1.0,0.0,-0.0005975301752322304,9625.750471766754,AAPL,ga_trend_stop_momentum
2016-05-31,22.733091354370117,-0.004882956083702927,0.04731089122970311,22.926995442708332,-0.10376458836456004,0.0,1.0,0.0,-0.004882956083702927,9578.748354940435,AAPL,ga_trend_stop_momentum
2016-06-01,22.414386749267575,-0.014019413380014223,0.027196562933303303,22.942289861043296,-0.11632928308608448,0.0,1.0,0.0,-0.014019413380014223,9444.459922089394,AAPL,ga_trend_stop_momentum
2016-06-02,22.245920181274418,-0.007516001659008675,0.0032318925249723574,22.947343114217123,-0.12297095366042687,0.0,1.0,0.0,-0.007516001659008675,9373.47534564653,AAPL,ga_trend_stop_momentum
2016-06-03,22.29145622253418,0.0020469389842587837,-0.009095908371617,22.948538360595702,-0.12117572871514704,0.0,1.0,0.0,0.0020469389842587837,9392.662277749521,AAPL,ga_trend_stop_momentum
2016-06-06,22.453088760375977,0.007250873887655773,0.024427330651509704,22.957500279744465,-0.11480348475464941,0.0,1.0,0.0,0.007250873887655773,9460.767287394825,AAPL,ga_trend_stop_momentum
2016-06-07,22.54414939880371,0.004055595174434767,0.006567678142979094,22.968340098063152,-0.11121348603899406,0.0,1.0,0.0,0.004055595174434767,9499.136329552033,AAPL,ga_trend_stop_momentum
2016-06-08,22.523653030395508,-0.0009091657460933433,0.030397602759179465,22.976372375488282,-0.1120215402930771,0.0,1.0,0.0,-0.0009091657460933433,9490.500040183733,AAPL,ga_trend_stop_momentum
2016-06-09,22.685285568237305,0.007176124477840107,0.04283793833856464,22.993166885375977,-0.10564929633257958,0.0,1.0,0.0,0.007176124477840107,9558.605049829039,AAPL,ga_trend_stop_momentum
2016-06-10,22.498611450195312,-0.008228863484238569,0.032867251964577404,23.003218561808268,-0.11300878618009147,0.0,1.0,0.0,-0.008228863484238569,9479.948593774243,AAPL,ga_trend_stop_momentum
2016-06-13,22.159414291381836,-0.015076359692879238,0.022471838914710718,23.006756388346354,-0.12638138476406402,0.0,1.0,0.0,-0.015076359692879238,9337.025478904498,AAPL,ga_trend_stop_momentum
2016-06-14,22.18674087524414,0.0012331816853541344,-0.027948327570253118,23.010205942789714,-0.1253040542877707,0.0,1.0,0.0,0.0012331816853541344,9348.539727720767,AAPL,ga_trend_stop_momentum
2016-06-15,22.11388778686523,-0.0032836318226531214,-0.011848818071384604,23.013347905476888,-0.128176233730257,0.0,1.0,0.0,-0.0032836318226531214,9317.842565175486,AAPL,ga_trend_stop_momentum
2016-06-16,22.20722389221191,0.004220700866634397,-0.013136586425151697,23.006149241129556,-0.12449652640440978,0.0,1.0,0.0,0.004220700866634397,9357.170391365486,AAPL,ga_trend_stop_momentum
2016-06-17,21.701841354370117,-0.02275757385501176,0.03222903660625187,22.99154843648275,-0.1444208613650807,0.0,1.0,0.0,-0.02275757385501176,9144.223895110055,AAPL,ga_trend_stop_momentum
2016-06-20,21.64948272705078,-0.0024126352443726296,0.02240652448505931,22.97398681640625,-0.1464850617493012,0.0,1.0,0.0,-0.0024126352443726296,9122.162218258278,AAPL,ga_trend_stop_momentum
2016-06-21,21.83387756347656,0.008517286013276282,-0.00331275976710399,22.95432818094889,-0.1392154309036161,0.0,1.0,0.0,0.008517286013276282,9199.858282930687,AAPL,ga_trend_stop_momentum
2016-06-22,21.751924514770508,-0.0037534811884785135,0.002316593154369606,22.937016118367513,-0.14244636959105195,0.0,1.0,0.0,-0.0037534811884785135,9165.32678792904,AAPL,ga_trend_stop_momentum
2016-06-23,21.877132415771484,0.0057561757772721656,0.028892439156320116,22.92390775044759,-0.13751014015598007,0.0,1.0,0.0,0.0057561757772721656,9218.0840199765,AAPL,ga_trend_stop_momentum
2016-06-24,21.262470245361328,-0.028096103215384804,-0.019423539166294468,22.90233233133952,-0.16174274428038038,0.0,1.0,0.0,-0.028096103215384804,8959.09177990315,AAPL,ga_trend_stop_momentum
2016-06-27,20.952877044677734,-0.014560547157079995,-0.04140386810511809,22.876478271484373,-0.1739482285820504,0.0,1.0,0.0,-0.014560547157079995,8828.642501557264,AAPL,ga_trend_stop_momentum
2016-06-28,21.30573081970215,0.016840349622251116,0.0014870331089453792,22.85204032897949,-0.16003722794529218,0.0,1.0,0.0,0.016840349622251116,8977.319927973353,AAPL,ga_trend_stop_momentum
2016-06-29,21.49012565612793,0.008654706003103474,-0.000370945550055235,22.829276606241862,-0.15276759709960697,0.0,1.0,0.0,0.008654706003103474,9055.015992645764,AAPL,ga_trend_stop_momentum
2016-06-30,21.763307571411133,0.012711973845779045,0.012549851053601957,22.803940302530926,-0.1419976009526407,0.0,1.0,0.0,0.012711973845779045,9170.123119117388,AAPL,ga_trend_stop_momentum
2016-07-01,21.82932472229004,0.0030334153327700175,0.023377661788518633,22.77529067993164,-0.13939492331981707,0.0,1.0,0.0,0.0030334153327700175,9197.939911190308,AAPL,ga_trend_stop_momentum
2016-07-05,21.624435424804688,-0.009385965901003712,0.01993975054935393,22.744422098795575,-0.14747253322376785,0.0,1.0,0.0,-0.009385965901003712,9111.608360824395,AAPL,ga_trend_stop_momentum
2016-07-06,21.74736976623535,0.0056849734578341415,0.02257288281915848,22.71483065287272,-0.14262593720307037,0.0,1.0,0.0,0.0056849734578341415,9163.40761251386,AAPL,ga_trend_stop_momentum
2016-07-07,21.84071350097656,0.004292185020283723,-0.0011987369431398776,22.68651387532552,-0.13894592909395354,0.0,1.0,0.0,0.004292185020283723,9202.738653403047,AAPL,ga_trend_stop_momentum
2016-07-08,22.009166717529297,0.007712807392725729,-0.008677040421493087,22.657999521891277,-0.13230478489033282,0.0,1.0,0.0,0.007712807392725729,9273.717604122337,AAPL,ga_trend_stop_momentum
2016-07-11,22.07746124267578,0.003103003672196847,0.013613570065488023,22.632175725301106,-0.12961232345149998,0.0,1.0,0.0,0.003103003672196847,9302.493983902845,AAPL,ga_trend_stop_momentum
2016-07-12,22.17762756347656,0.004537039820826649,0.020544898497268704,22.60907521565755,-0.12566333990344258,0.0,1.0,0.0,0.004537039820826649,9344.699769540814,AAPL,ga_trend_stop_momentum
2016-07-13,22.05242156982422,-0.005645599074742158,0.005984579013435631,22.58575350443522,-0.1305994941426969,0.0,1.0,0.0,-0.005645599074742158,9291.94334116815,AAPL,ga_trend_stop_momentum
2016-07-14,22.4895076751709,0.019820322405988078,0.049651142377850954,22.56074737548828,-0.11336769581667605,0.0,1.0,0.0,0.019820322405988078,9476.112653968275,AAPL,ga_trend_stop_momentum
2016-07-15,22.487228393554688,-0.00010134866663746855,0.03414585881466281,22.530039037068686,-0.11345755481850273,0.0,1.0,0.0,-0.00010134866663746855,9475.152262585889,AAPL,ga_trend_stop_momentum
2016-07-18,22.726261138916016,0.010629711282242216,0.03800954141381663,22.50423739115397,-0.10403386458677033,1.0,1.0,0.0,0.010629711282242216,9575.870395492462,AAPL,ga_trend_stop_momentum
2016-07-19,22.73537254333496,0.0004009196393217618,0.03681810274341979,22.475540262858072,-0.1036746541669159,1.0,1.0,0.0,0.0004009196393217618,9579.709549997615,AAPL,ga_trend_stop_momentum
2016-07-20,22.755859375,0.0009010994487110846,0.04011377360304902,22.443707173665363,-0.10286697589192006,1.0,1.0,0.0,0.0009010994487110846,9588.341820991931,AAPL,ga_trend_stop_momentum
2016-07-21,22.63520622253418,-0.00530206969895286,-0.004920072406239706,22.41421750386556,-0.10762363771497341,1.0,1.0,0.0,-0.00530206969895286,9537.503764359646,AAPL,ga_trend_stop_momentum
2016-07-22,22.45990753173828,-0.007744514853210482,-0.01478245489385921,22.378921127319337,-0.11453465970734378,1.0,1.0,0.0,-0.007744514853210482,9463.640424794012,AAPL,ga_trend_stop_momentum
2016-07-25,22.159414291381836,-0.013379095169105959,-0.03514624683843659,22.346919174194337,-0.12638138476406402,0.0,1.0,0.0,-0.013379095169105959,9337.025478904496,AAPL,ga_trend_stop_momentum
2016-07-26,22.006885528564453,-0.006883248844564593,-0.05583380502312185,22.312521413167318,-0.13239471908797684,0.0,1.0,0.0,-0.006883248844564593,9272.756409065154,AAPL,ga_trend_stop_momentum
2016-07-27,23.4365291595459,0.06496346923447205,0.016754639280013972,22.296099522908527,-0.07603207011378321,1.0,1.0,0.0,0.06496346923447205,9875.146834764213,AAPL,ga_trend_stop_momentum
2016-07-28,23.75296211242676,0.013501698597378597,0.03905039147760281,22.279612681070965,-0.0635569336108156,1.0,1.0,0.0,0.013501698597378597,10008.478090932056,AAPL,ga_trend_stop_momentum
2016-07-29,23.723363876342773,-0.0012460861068145368,0.036831910669172574,22.25790397644043,-0.06472382230566609,1.0,1.0,0.0,-0.0012460861068145368,9996.006665432587,AAPL,ga_trend_stop_momentum
2016-08-01,24.14224624633789,0.017656955066681412,0.05461813961297168,22.241599400838215,-0.04820969286117971,1.0,1.0,0.0,0.017656955066681412,10172.505705970378,AAPL,ga_trend_stop_momentum
2016-08-02,23.784835815429688,-0.01480435694596638,0.02792995099114859,22.227317504882812,-0.062300336305773696,1.0,1.0,0.0,-0.01480435694596638,10021.908300464313,AAPL,ga_trend_stop_momentum
2016-08-03,24.083053588867188,0.012538147235981345,0.038178784769531626,22.224162012736002,-0.05054331985924532,1.0,1.0,0.0,0.012538147235981345,10147.564462321037,AAPL,ga_trend_stop_momentum
2016-08-04,24.231830596923828,0.006177663787843457,0.02401586909447917,22.224709955851235,-0.04467789570821368,1.0,1.0,0.0,0.006177663787843457,10210.252703834725,AAPL,ga_trend_stop_momentum
2016-08-05,24.60033416748047,0.015207417742653773,0.025952395763018332,22.229507471720378,-0.030149913389457383,1.0,1.0,0.0,0.015207417742653773,10365.52428196,AAPL,ga_trend_stop_momentum
2016-08-08,24.804039001464844,0.00828057182465658,0.03611007491374929,22.240520706176756,-0.022119000088129392,1.0,1.0,0.0,0.00828057182465658,10451.356750276993,AAPL,ga_trend_stop_momentum
2016-08-09,24.90474510192871,0.004060068622611102,0.03913829552548309,22.25375160217285,-0.018148736123739684,1.0,1.0,0.0,0.004060068622611102,10493.789975882506,AAPL,ga_trend_stop_momentum
2016-08-10,24.719350814819336,-0.007444135097572913,0.03149992220010933,22.266320775349936,-0.02545776957775725,1.0,1.0,0.0,-0.007444135097572913,10415.672785616482,AAPL,ga_trend_stop_momentum
