ticker,test_year,period,strategy,train_start,train_end,test_start,test_end,annualized_return,cumulative_return,max_drawdown,volatility
MA,2011,pre_2016_internal_wf,fixed_rule,2006-05-25,2010-12-31,2011-01-03,2011-12-30,0.6953549824266887,0.6918072528743617,-0.137412390579283,0.38377905913395916
MA,2011,pre_2016_internal_wf,buy_and_hold,2006-05-25,2010-12-31,2011-01-03,2011-12-30,0.6953549824266874,0.6918072528743604,-0.137412390579283,0.3837790591339588
MA,2011,pre_2016_internal_wf,dca,2006-05-25,2010-12-31,2011-01-03,2011-12-30,0.31878300235928503,0.3173357035438438,-0.10475850400216713,0.2729614766387296
MA,2012,pre_2016_internal_wf,ga_walkforward,2006-05-25,2011-12-30,2012-01-03,2012-12-31,0.34157188142328954,0.3368871024469575,-0.14379988323375392,0.22526434717344893
MA,2012,pre_2016_internal_wf,fixed_rule,2006-05-25,2011-12-30,2012-01-03,2012-12-31,0.34157188142329153,0.3368871024469595,-0.1437998832337538,0.225264347173449
MA,2012,pre_2016_internal_wf,buy_and_hold,2006-05-25,2011-12-30,2012-01-03,2012-12-31,0.34157188142328954,0.3368871024469575,-0.14379988323375414,0.22526434717344904
MA,2012,pre_2016_internal_wf,dca,2006-05-25,2011-12-30,2012-01-03,2012-12-31,0.1620134879634687,0.15993818524848202,-0.06412143389715175,0.12041008022517988
MA,2013,pre_2016_internal_wf,ga_walkforward,2006-05-25,2012-12-31,2013-01-02,2013-12-31,0.6464930947663536,0.6432383006692743,-0.07327228045043421,0.17814888916714722
MA,2013,pre_2016_internal_wf,fixed_rule,2006-05-25,2012-12-31,2013-01-02,2013-12-31,0.6464930947663523,0.643238300669273,-0.07327228045043388,0.1781488891671469
MA,2013,pre_2016_internal_wf,buy_and_hold,2006-05-25,2012-12-31,2013-01-02,2013-12-31,0.6464930947663503,0.643238300669271,-0.0732722804504341,0.17814888916714686
MA,2013,pre_2016_internal_wf,dca,2006-05-25,2012-12-31,2013-01-02,2013-12-31,0.41706499911789585,0.4151061494371029,-0.051589365129888876,0.11171796466830868
MA,2014,pre_2016_internal_wf,ga_walkforward,2006-05-25,2013-12-31,2014-01-02,2014-12-31,0.039053761576149926,0.03889581079819093,-0.18462722785764552,0.2429140465785256
MA,2014,pre_2016_internal_wf,fixed_rule,2006-05-25,2013-12-31,2014-01-02,2014-12-31,0.03905376157615059,0.0388958107981916,-0.18462722785764596,0.2429140465785256
MA,2014,pre_2016_internal_wf,buy_and_hold,2006-05-25,2013-12-31,2014-01-02,2014-12-31,0.03905376157615059,0.0388958107981916,-0.18462722785764518,0.24291404657852547
MA,2014,pre_2016_internal_wf,dca,2006-05-25,2013-12-31,2014-01-02,2014-12-31,0.11740627357796352,0.11691414601621664,-0.08059914643953758,0.14443878713150013
MA,2015,pre_2016_internal_wf,ga_walkforward,2006-05-25,2014-12-31,2015-01-02,2015-12-31,0.1451017564597128,0.14448623207425548,-0.1177723944100123,0.20843004765348364
MA,2015,pre_2016_internal_wf,fixed_rule,2006-05-25,2014-12-31,2015-01-02,2015-12-31,0.14510175645971413,0.14448623207425682,-0.11777239441001208,0.20843004765348358
MA,2015,pre_2016_internal_wf,buy_and_hold,2006-05-25,2014-12-31,2015-01-02,2015-12-31,0.14510175645971235,0.14448623207425504,-0.11777239441001242,0.20843004765348358
MA,2015,pre_2016_internal_wf,dca,2006-05-25,2014-12-31,2015-01-02,2015-12-31,0.06865435018335675,0.06837280431849124,-0.08012125318912067,0.1324745234171951
MA,2016,post_2016_oos_wf,ga_walkforward,2006-05-25,2015-12-31,2016-01-04,2016-12-30,0.09823331574083705,0.09782502835995155,-0.14926179653753724,0.20698778195713827
MA,2016,post_2016_oos_wf,fixed_rule,2006-05-25,2015-12-31,2016-01-04,2016-12-30,-0.047822137744159554,-0.047636961078736606,-0.20211093165795346,0.19100594902730586
MA,2016,post_2016_oos_wf,buy_and_hold,2006-05-25,2015-12-31,2016-01-04,2016-12-30,0.09823331574083705,0.09782502835995155,-0.14926179653753735,0.20698778195713813
MA,2016,post_2016_oos_wf,dca,2006-05-25,2015-12-31,2016-01-04,2016-12-30,0.08251438825112145,0.08217385155833168,-0.058936638307003575,0.1103703477933678
MA,2017,post_2016_oos_wf,ga_walkforward,2006-05-25,2016-12-30,2017-01-03,2017-12-29,0.4511496717267376,0.4468675540180831,-0.06978384680699279,0.1404981198575038
MA,2017,post_2016_oos_wf,fixed_rule,2006-05-25,2016-12-30,2017-01-03,2017-12-29,0.4511496717267378,0.4468675540180833,-0.06978384680699268,0.14049811985750388
MA,2017,post_2016_oos_wf,buy_and_hold,2006-05-25,2016-12-30,2017-01-03,2017-12-29,0.45114967172673803,0.44686755401808353,-0.06978384680699279,0.1404981198575042
MA,2017,post_2016_oos_wf,dca,2006-05-25,2016-12-30,2017-01-03,2017-12-29,0.23583562651130086,0.23376050610238153,-0.06792597942843925,0.09953868615279896
