ticker,train_start,train_end,test_start,test_end,ga_trailing_stop_pct,ga_reentry_ma,ga_momentum_lookback,fixed_trailing_stop_pct,fixed_reentry_ma,fixed_momentum_lookback,train_fitness,train_annualized_return,train_cumulative_return,train_max_drawdown,train_volatility,train_turnover,train_avg_exposure,test_ga_annualized_return,test_ga_cumulative_return,test_ga_max_drawdown,test_ga_volatility,test_fixed_annualized_return,test_fixed_cumulative_return,test_fixed_max_drawdown,test_fixed_volatility,test_cumulative_delta_vs_fixed,test_mdd_delta_vs_fixed,ga_beats_fixed_cumulative,ga_beats_dca_cumulative,ga_beats_buy_hold_cumulative,ga_population_size,ga_generations
AAPL,2006-01-03,2015-12-31,2016-01-04,2026-05-15,0.2,75,99,0.2,100,126,0.46603676578333836,0.3607737763619192,20.70587575254624,-0.31405525725782857,0.267741478434037,10.0,0.7957886372665872,0.20792883982761268,6.05361485190091,-0.464376735269315,0.2504025461764407,0.1937016840808683,5.240225522461621,-0.37256139466044647,0.242337151606255,0.8133893294392891,-0.09181534060886853,True,True,False,28,22
MSFT,2006-01-03,2015-12-31,2016-01-04,2026-05-15,0.205,121,72,0.2,100,126,0.0866391403036417,0.1395269357933655,2.6872483624682353,-0.251255962085564,0.21737176697762173,5.0,0.8466428287644021,0.18391913756468825,4.731166284766061,-0.37128923438043726,0.2425938705109752,0.20712276842157284,6.005089960279392,-0.37128923438043726,0.24120326880787912,-1.2739236755133305,0.0,False,True,False,28,22
V,2008-03-19,2015-12-31,2016-01-04,2026-05-15,0.18,96,67,0.2,100,126,0.32922307181801014,0.3099354868534687,7.1778521241255575,-0.26835721904112464,0.2684150437938402,5.0,0.8848114169215087,0.07605074082578533,1.1339835441712554,-0.4394241709275043,0.20527443296342504,0.10405033780599204,1.783297029932779,-0.39901378242671237,0.21133061769112182,-0.6493134857615237,-0.04041038850079193,False,True,False,28,22
MA,2006-05-25,2015-12-31,2016-01-04,2026-05-15,0.29,133,86,0.2,100,126,0.842956874627379,0.43137045655255957,30.29504117593239,-0.3206222718035061,0.3242630187661496,3.0,0.9383788254755997,0.1570206188442227,3.518844437258255,-0.32080028102997926,0.24126847457082143,0.08584035192985007,1.3435035604500292,-0.5413728557078945,0.2295135389362701,2.175340876808226,0.22057257467791525,True,True,False,28,22
JPM,2006-01-03,2015-12-31,2016-01-04,2026-05-15,0.33,55,87,0.2,100,126,-0.12050866795926878,0.0738074408765379,1.0368907638112916,-0.46284375604507555,0.3389658111796212,7.0,0.933253873659118,0.17883878174278123,4.481878255888905,-0.4171238170436321,0.23263767669794394,0.16399280771809233,3.8085021615183035,-0.31134181967656216,0.2107442175618156,0.6733760943706013,-0.10578199736706995,True,True,False,28,22
