problem,strategy,annualized_return,cumulative_return,max_drawdown,volatility
problem1,buy_and_hold,0.21353841073538413,0.2173630621923251,-0.14882269657728878,0.21309438425069335
problem1,dca,0.20322574257240528,0.20713028742704198,-0.13712075312140642,0.19764991194146309
problem1,dual_mom_trend_volcap,0.1350485307000118,0.13640045873870166,-0.12314337992830936,0.16813493467765336
problem2,buy_and_hold_pair,0.20043575464368701,0.2063067052115022,-0.16440885892503795,0.23666438227861342
problem2,dca_pair,0.1114294041879815,0.11282041577468226,-0.0982985895332304,0.14207840985608375
problem2,pairs_zscore,0.002017242819356335,-0.002742856123889398,-0.04713713280660192,0.04913036691359757
